Ind_ID,Year,Locale,Sex,Species,Copula,MatingSuccess,Eggs,TotalLength,WingLength,AbdomenLength,S4Width
2021_686_Ischnura elegans,2021,Ilstorp,Female,Ischnura_elegans,0,0,0,33.25,19.56,25.62,0.72
2021_687_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,0,0,NA,31.98384,20.55197,24.35539,0.8979049
2021_687_Ischnura elegans,2021,Ilstorp,Female,Ischnura_elegans,0,0,0,33.33,21.15,25.26,0.84
2021_688_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,0,0,NA,33.23558754,19.35538335,25.05324059,0.92684585
2021_689_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,8,34.08476,22.32929,25.72502,1.135925
2021_689_Ischnura elegans,2021,Ilstorp,Female,Ischnura_elegans,0,0,0,31.46,19.1,24.15,0.69
2021_68_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,0,32.35169,22.84807,24.24325,0.9659075
2021_68_Ischnura elegans,2021,Vombs_Vattenverk,Female,Ischnura_elegans,1,1.441304,1,34.84,20.79,26.56,0.63
2021_690_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,34.10989,21.41373,26.27315,0.9201744
2021_691_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,394,33.76292,19.92661,25.14459,1.051423
2021_692_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.01463,19.77782,24.52968,0.8730549
2021_693_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,12,35.15249,20.99528,26.60194,1.048909
2021_694_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,33.34573,19.5494,25.2322,0.88507
2021_695_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,309,32.38006,18.98101,24.30992,0.9567518
2021_696_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,31.52159,20.1827,23.95781,0.8495511
2021_697_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,126,32.04494,20.16699,24.15246,0.9567518
2021_698_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,34.10814303,20.59218717,25.88791192,0.923992546
2021_699_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,762,33.25453,20.20541,25.31724,1.008699
2021_69_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.85252,19.94202,24.46943,0.770216
2021_6_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,0,0,NA,31.21631,20.52776,23.4812,0.9211304
2021_700_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,34.68008,21.07666,26.81811,0.8820815
2021_701_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,6,31.37159,20.53136,23.88912,1.094087
2021_702_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,33.95888333,19.92647905,25.68965162,0.923992546
2021_703_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,22,33.51727,20.48312,25.5168,1.107679
2021_704_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,33.51472417,20.56708186,25.3599614,0.946578181
2021_705_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,0,34.0069,20.49261,25.76796,1.03199
2021_705_Ischnura elegans,2021,Lomma_Kyrkdamm,Female,Ischnura_elegans,1,1.441304,300,34.11,20.17,26.18,0.71
2021_706_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,33.3774076,20.63168636,25.28603193,1.069680988
2021_707_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,715,34.47042,20.64427,26.15819,1.075425
2021_708_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,33.04821,21.64663,25.27768,0.8639339
2021_709_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,930,34.66419,21.07432,26.28668,1.098103
2021_70_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,557,34.09957,22.23488,25.96718,0.951216
2021_70_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,32.42,18.26,24.9,0.44
2021_710_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,34.33974,20.15604,26.37466,0.8760741
2021_711_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,835,34.38015,23.24567,26.53028,1.007826
2021_712_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,33.81558,19.87199,25.89872,0.9057129
2021_713_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,0,34.61372,21.93835,25.83972,1.107679
2021_713_Ischnura elegans,2021,Lomma_Kyrkdamm,Female,Ischnura_elegans,1,1.441304,132,34.22,20.61,26.19,0.8
2021_714_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,33.11729,20.63066,25.25263,0.8015748
2021_715_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,331,33.63522,20.73785,25.9083,1.091671
2021_716_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,30.8396416,19.51637399,23.32957389,0.92684585
2021_717_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,556,34.98313,21.75241,26.23999,0.9785816
2021_718_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.31507,20.04108,24.47058,0.88507
2021_719_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,0,34.48706,23.91217,26.05384,1.056434
2021_71_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,0,0,0,32.02886,21.50933,24.33699,0.843312
2021_720_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,33.68982,19.56466,25.55537,0.8969241
2021_721_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,30,33.68834,21.10133,26.01296,1.129709
2021_722_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.10853,20.32732,24.29102,0.8557448
2021_723_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,286,33.18236,19.92785,25.35944,1.06225
2021_724_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,33.14019324,19.97403835,25.24203059,0.987534964
2021_724_Ischnura elegans,2021,Lomma_Kyrkdamm,Female,Ischnura_elegans,1,1.441304,272,32.71,19.58,24.66,0.78
2021_725_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,767,33.07522,18.9251,25.49458,1.247452
2021_726_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,31.86801,19.72417,23.83844,0.88507
2021_727_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,18,32.41306,19.95539,24.16984,1.119535
2021_727_Ischnura elegans,2021,Lomma_Kyrkdamm,Female,Ischnura_elegans,1,1.441304,315,32.87,20.17,25.15,0.71
2021_728_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,33.88602,19.5782,25.45917,0.8649521
2021_729_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,953,34.44924,22.01729,25.93923,1.154371
2021_72_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,0,0,0,32.95819,20.82024,24.55937,0.6881351
2021_730_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.87559,20.19112,25.15551,0.7971705
2021_731_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,676,32.29076,20.73819,24.03644,0.9821727
2021_732_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,31.27092,19.12418,23.85616,0.8557448
2021_733_Enallagma cyathigerum,2021,Vombs_Bruksgard,Male,Enallagma_cyathigerum,0,0,NA,34.53697155,20.12404708,26.33474848,0.973170054
2021_734_Enallagma cyathigerum,2021,Vombs_Bruksgard,Male,Enallagma_cyathigerum,0,0,NA,33.94521381,19.8637462,25.83764636,0.942851481
2021_735_Enallagma cyathigerum,2021,Vombs_Bruksgard,Female,Enallagma_cyathigerum,1,1.429697,12,34.46026,21.66735,26.10578,1.075425
2021_736_Enallagma cyathigerum,2021,Vombs_Bruksgard,Male,Enallagma_cyathigerum,1,2.041825155,NA,34.07618852,20.32090706,25.6797824,1.006952166
2021_737_Enallagma cyathigerum,2021,Vombs_Bruksgard,Female,Enallagma_cyathigerum,1,1.429697,483,34.19423,21.90764,25.78745,1.160455
2021_738_Enallagma cyathigerum,2021,Vombs_Bruksgard,Male,Enallagma_cyathigerum,1,2.041825,NA,32.37468,19.39563,24.3172,0.8810831
2021_739_Enallagma cyathigerum,2021,Hoje_A_6,Male,Enallagma_cyathigerum,0,0,NA,32.91206,20.44238,25.02238,0.8275084
2021_73_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,0,0,NA,31.29889,20.34277,23.65869,0.8146448
2021_740_Enallagma cyathigerum,2021,Hoje_A_6,Male,Enallagma_cyathigerum,0,0,NA,33.92654152,21.24010458,25.96931392,0.942851481
2021_741_Enallagma cyathigerum,2021,Hoje_A_6,Female,Enallagma_cyathigerum,1,1.429697,566,33.36443,20.58877,25.03876,1.078694
2021_742_Enallagma cyathigerum,2021,Hoje_A_6,Male,Enallagma_cyathigerum,1,2.041825,NA,33.46697,20.23866,25.25123,0.892004
2021_743_Enallagma cyathigerum,2021,Hoje_A_6,Female,Enallagma_cyathigerum,1,1.429697,0,31.94475,20.1083,23.98365,1.127369
2021_744_Enallagma cyathigerum,2021,Hoje_A_6,Male,Enallagma_cyathigerum,1,2.041825,NA,33.9931,22.42907,25.85995,0.9211304
2021_745_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.38506,20.90015,23.66464,1.010442
2021_746_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,34.30811,20.76945,25.90667,0.8359742
2021_747_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,34.13901,20.9767,25.81853,0.9785816
2021_748_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.02023,20.13292,24.17574,0.8070463
2021_749_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,34.0811,21.0138,25.39898,0.9794806
2021_74_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,0,0,NA,32.98685,19.67757,25.26768,0.7563787
2021_74_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,32.1,17.66,24.75,0.46
2021_750_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,30.78536,19.16418,23.15519,0.8649521
2021_751_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,35.43022,21.27186,27.20635,0.9659075
2021_752_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.14658,18.23485,24.29794,0.9659075
2021_753_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.51316932,19.2032203,25.55251348,0.956751761
2021_753_Ischnura elegans,2021,Lomma_Kyrkdamm,Female,Ischnura_elegans,0,0,0,31.92,19.37,24.46,0.77
2021_754_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.05547,19.93672,25.20246,0.8649521
2021_755_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.25021,20.41981,25.72936,0.892004
2021_756_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.32733873,20.18104327,25.63089439,0.938172288
2021_757_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.91834,20.13454,25.56987,0.9163403
2021_757_Ischnura elegans,2021,Lomma_Kyrkdamm,Female,Ischnura_elegans,0,0,0,33.53,19.62,25.62,0.72
2021_758_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.81918244,20.23987943,25.11359472,0.946578181
2021_758_Ischnura elegans,2021,Lomma_Kyrkdamm,Female,Ischnura_elegans,0,0,0,33.71,20.36,25.63,0.86
2021_759_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.75795,19.61341,25.69349,0.88507
2021_759_Ischnura elegans,2021,Lomma_Kyrkdamm,Female,Ischnura_elegans,0,0,0,33.66,19.75,25.78,0.7
2021_75_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,0,0,NA,32.57365,18.52176,24.28199,0.805955
2021_760_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,34.25138,19.21,26.05259,0.8275084
2021_760_Ischnura elegans,2021,Lomma_Kyrkdamm,Female,Ischnura_elegans,0,0,0,34.75,20.69,26.42,0.8
2021_761_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.28854,19.48076,24.84049,0.8328096
2021_762_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.40492,20.89143,24.57345,0.8306932
2021_763_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,34.8027507,19.68758515,26.23358547,0.979480625
2021_764_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.72405,21.17781,25.91972,0.8820815
2021_765_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.93708438,19.12951471,24.98516794,0.938172288
2021_766_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.65951,20.05794,24.95221,0.8820815
2021_767_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,30.88192,19.73594,23.44984,0.8391268
2021_768_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.6954546,20.51532043,26.06701194,1.107679167
2021_769_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.66947,19.26285,24.84655,0.8979049
2021_76_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,0,0,NA,33.42388,20.07013,25.32891,0.805955
2021_76_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,32.86,18.47,25.48,0.42
2021_770_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.11823,21.08251,24.67479,0.8649521
2021_770_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,33.07,18.75,25.53,0.59
2021_771_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.96931332,19.43914715,25.72662748,1.013920776
2021_772_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.88969946,20.73551779,25.28714578,0.987534964
2021_773_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.61171862,21.01815835,25.25987727,0.987534964
2021_773_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,33.19,17.86,25.64,0.61
2021_774_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,34.13326556,19.14078407,25.96297523,1.008698832
2021_775_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,34.87478,21.0805,26.89149,0.8649521
2021_775_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,32.95,17.57,25.47,0.46
2021_776_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,34.1030209,20.37480406,25.78253806,1.015655458
2021_777_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,31.73894,19.42742,23.73858,0.8820815
2021_777_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,33.91,18.7,26.08,0.51
2021_778_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.69815,19.30448,25.60678,0.9201744
2021_779_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.68086,22.15299,26.16868,0.9037672
2021_77_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,0,0,NA,33.04493,20.71037,24.72339,0.780433
2021_780_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.72141816,20.34921429,25.57096956,0.965907489
2021_780_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,33.47,18.22,25.95,0.45
2021_781_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.61616,20.65177,25.05412,0.9230395
2021_782_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.00694184,20.77114294,25.0125248,0.951216025
2021_783_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,35.40574843,20.3894432,27.3185074,0.956751761
2021_784_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.07087,20.05517,24.88078,0.9201744
2021_785_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,31.7131,21.24984,24.06806,0.9057129
2021_785_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,35.57,18.82,27.64,0.43
2021_786_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.24289,20.13542,24.76323,0.8969241
2021_787_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.295,21.35145,25.93241,0.9230395
2021_788_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,2,33.52117,21.24996,24.87165,1.101304
2021_789_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,32.97343,21.28746,25.09077,0.8391268
2021_78_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,0,0,NA,32.18164,18.86394,24.20717,0.7882881
2021_790_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,7,33.77886,21.64565,25.80318,1.139792
2021_791_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,33.56743,19.73652,25.89573,0.8328096
2021_792_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,52,33.22171,21.12467,25.11882,1.036245
2021_792_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,32.95,18.11,25.38,0.54
2021_793_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,33.12491,20.45345,25.16768,0.8820815
2021_794_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,742,32.86421,20.65931,25.03275,1.000815
2021_795_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825155,NA,33.71141452,20.30413786,25.53294098,0.979480625
2021_796_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,18,33.07834,19.97166,25.31359,1.042174
2021_797_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825155,NA,32.93902025,19.27299094,24.78771207,0.928743182
2021_797_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,32.32,16.99,24.95,0.45
2021_798_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,845,32.6373,20.01348,24.87356,1.056434
2021_799_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,33.13733,20.2517,25.35864,0.7736367
2021_79_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,0,0,NA,33.0629,20.01533,25.00718,0.8391268
2021_79_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,33.78,18.54,26.27,0.46
2021_7_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,32.9751294,20.59761479,24.4588191,0.973170054
2021_800_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,445,33.22738,20.44389,25.02259,1.015655
2021_801_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,32.53428,19.88965,24.40633,0.8639339
2021_802_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,551,32.35138,19.85138,24.76935,0.9465782
2021_803_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,34.10402,19.51042,25.88176,0.8820815
2021_804_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,237,33.66509,21.6489,25.67773,1.094087
2021_805_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,34.55832,23.24067,26.5843,0.8275084
2021_806_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,0,34.91613,22.0967,26.30485,0.951216
2021_807_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,32.29887,21.74375,24.48439,0.8649521
2021_807_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,34.49,18.78,26.8,0.51
2021_808_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,874,33.50528,21.2107,25.02501,1.010442
2021_808_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,32.75,18.18,25.23,0.49
2021_809_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825155,NA,33.89209933,19.64099032,25.63309206,0.997290822
2021_80_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,0,0,NA,31.93236,20.89935,23.8914,0.8391268
2021_810_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,635,33.13821,20.88482,25.07168,1.049747
2021_811_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,33.35968,18.96988,25.25385,0.8495511
2021_811_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,33.89,18.75,25.83,0.55
2021_812_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,0,32.84164,20.40291,25.04396,0.8649521
2021_813_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,32.98291,19.86663,24.91408,0.8070463
2021_813_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,34.29,18.03,26.51,0.4
2021_814_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,972,34.77266,21.45857,26.22674,1.276052
2021_815_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,33.47722,20.79554,25.17188,0.8306932
2021_815_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,33,18.23,25.58,0.42
2021_816_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,30,33.92467,20.5971,25.44783,1.05226
2021_817_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,34.20202,21.02431,25.84102,0.8900284
2021_817_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,32.86,17.72,25.48,0.51
2021_818_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,480,33.69652,21.19597,25.6732,1.082766
2021_819_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,32.62305,18.89941,24.56525,0.8820815
2021_819_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,32.96,19.28,25.53,0.45
2021_81_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,0,0,NA,32.71424,19.14575,24.65841,0.7960656
2021_81_Ischnura elegans,2021,Vombs_Vattenverk,Female,Ischnura_elegans,1,1.441304,182,33.34,20.4,25.56,0.63
2021_820_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,591,33.80017,20.37856,25.5869,1.078694
2021_820_Ischnura elegans,2021,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,33.55,18.69,25.86,0.51
2021_821_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,32.76829,18.67491,25.14319,0.8730549
2021_822_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,0,33.05592,19.70251,25.0669,0.9794806
2021_823_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,32.58476,19.34529,24.7578,0.8401751
2021_824_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,0,30.60975,18.0617,22.77638,0.9972908
2021_825_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,31.59977,19.85311,24.16864,0.7838091
2021_826_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,366,32.1553,21.64435,24.00269,0.9576713
